"会社名","カテゴリー","電話番号","住所","webサイト"
"水井歯科医院","歯科、小児歯科"," 06-6709-7006","大阪府大阪市平野区喜連４丁目５－９","https://www.mizui-dental-clinic.com"
"藤田歯科豊中ステーションクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6846-7700","大阪府豊中市本町３丁目１－２６","http://fujita-dentistry.com/"
"藤井歯科医院","歯科"," 06-4302-1682","大阪府大阪市平野区長吉長原東３丁目１３－１０",""
"クリハシ歯科医院","歯科"," 072-872-4182","大阪府大東市深野５丁目２２－１０",""
"医療法人こうろ歯科","歯科、小児歯科"," 072-804-0118","大阪府枚方市東田宮１丁目１１－３０",""
"小村歯科","歯科"," 072-228-7262","大阪府堺市堺区香ヶ丘町１丁９－２９",""
"ささべ歯科医院","矯正歯科、歯科、小児歯科"," 06-4865-6665","大阪府豊中市東豊中町４丁目１３－２",""
"なかじま歯科医院","歯科"," 072-261-3805","大阪府高石市東羽衣３丁目１０－１",""
"杉本矯正歯科医院","矯正歯科"," 072-267-3181","大阪府堺市西区鳳中町５丁１７８－３",""
"松尾歯科医院","歯科、小児歯科"," 072-652-8241","大阪府茨木市中津町４－１２－２Ｆ",""
"福西歯科口腔外科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6443-7380","大阪府大阪市西区江之子島１丁目１－９－１１５","http://www.fukunishi-shika.com/"
"髙橋歯科診療所","歯科、小児歯科"," 072-430-4618","大阪府岸和田市加守町１丁目１－３０",""
"ごとう歯科クリニック","歯科、小児歯科"," 06-6849-8686","大阪府豊中市蛍池東町３丁目５－３",""
"馬渕歯科医院","歯科"," 072-693-1548","大阪府高槻市栄町２丁目５１－１",""
"藤本歯科医院","歯科"," 072-949-6866","大阪府八尾市志紀町３丁目１９－１",""
"北野歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6799-5500","大阪府大阪市平野区長吉六反３丁目５－４",""
"西田こども歯科","矯正歯科、歯科、小児歯科"," 06-6681-5557","大阪府大阪市住之江区南加賀屋２丁目８－２５－２４－２０１",""
"芝野歯科医院","歯科、小児歯科"," 072-333-9792","大阪府松原市天美南５丁目１８－７",""
"フルカワ歯科診療所","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6674-0121","大阪府大阪市住吉区長峡町２－１６－１Ｆ",""
"きたぐち歯科クリニック","歯科、小児歯科"," 072-260-6400","大阪府高石市取石２丁目２－６",""
"岡山歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6790-5247","大阪府大阪市平野区平野南２丁目４－２３","http://okayama.dental-net.jp/"
"柳本歯科医院","歯科"," 06-6939-3383","大阪府大阪市城東区今福東１丁目１２－１８",""
"まつだ歯科クリニック","矯正歯科、歯科、小児歯科"," 072-952-8041","大阪府羽曳野市埴生野５６０－１",""
"西谷歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-4809-1182","大阪府大阪市東淀川区小松１丁目１２－２８",""
"大谷歯科","歯科、小児歯科"," 06-6271-5680","大阪府大阪市中央区南船場２丁目６－９－２０１",""
"つよし歯科","歯科"," 06-6972-8241","大阪府大阪市東成区中本１丁目９－１１",""
"すずき歯科クリニック","歯科"," 06-6953-1971","大阪府大阪市旭区清水４丁目９－３５－１０１",""
"はしもと歯科クリニック","矯正歯科、歯科口腔外科"," 06-6350-5858","大阪府大阪市淀川区宮原１丁目１６－２８－１０３",""
"なかつじ歯科医院","歯科、小児歯科"," 06-6962-6494","大阪府大阪市鶴見区今津中３丁目６－２７－１１４",""
"あもうホーム歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-830-5005","大阪府寝屋川市日新町３－１５","https://www.amou-dental.com/"
"長居あいしょう歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6608-4118","大阪府大阪市住吉区長居東４丁目１１－８",""
"あすか歯科クリニック","歯科"," 072-996-8431","大阪府八尾市刑部１丁目１７９",""
"小川歯科","歯科、小児歯科"," 072-464-2207","大阪府泉佐野市上町３丁目３－１８","https://www.ogawa-shika.biz/"
"八田歯科","矯正歯科、歯科、小児歯科"," 06-4796-1115","大阪府大阪市福島区福島３丁目１３－６",""
"松沢歯科医院","歯科"," 06-6661-1640","大阪府大阪市西成区岸里１丁目２－１１",""
"おかだ歯科","歯科、歯科口腔外科、小児歯科"," 06-6714-8116","大阪府大阪市東住吉区杭全２丁目７－１８",""
"池田歯科医院","歯科"," 06-6652-1565","大阪府大阪市西成区千本北１丁目２－１６",""
"心斎橋デンタルクリニック","歯科"," 06-4708-8894","大阪府大阪市中央区南船場４丁目５－８",""
"七山病院","病院・療養所、歯科、心療内科、精神科、内科"," 072-452-1231","大阪府泉南郡熊取町七山２丁目２－１",""
"松本歯科クリニック","歯科"," 06-6486-1110","大阪府大阪市北区芝田１丁目１－２６",""
"岸川歯科鳳診療所","歯科"," 072-272-0796","大阪府堺市西区鳳東町４丁３０８",""
"太地歯科医院","歯科"," 06-6782-4866","大阪府東大阪市御厨南３丁目２－３１",""
"遠藤歯科医院","歯科、小児歯科"," 072-234-6480","大阪府堺市東区北野田１０８４",""
"はっとり歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6844-6480","大阪府豊中市永楽荘１丁目３－１０－１０３","https://www.hattori-shika.info"
"あまこ歯科医院","歯科"," 06-6967-0418","大阪府大阪市鶴見区放出東３丁目２１－４０－２０１",""
"吉田歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-4865-6677","大阪府豊中市北桜塚３丁目１－５０",""
"医療法人おだデンタルクリニック","歯科"," 072-239-1888","大阪府堺市東区西野４７２－２",""
"やまさき歯科","歯科、小児歯科"," 072-221-6474","大阪府堺市堺区山本町１丁１８－６",""
"藤本歯科医院","歯科"," 072-724-3729","大阪府箕面市半町３丁目３－２１","http://www.fujimotoshika.jp/"
"たなべ歯科クリニック","歯科"," 06-6657-4618","大阪府大阪市東住吉区東田辺１丁目１－１０",""
"野井歯科","歯科"," 06-6226-1184","大阪府大阪市中央区高麗橋４丁目３－１０－７Ｆ",""
"もりた歯科医院","歯科"," 06-6355-0888","大阪府大阪市都島区東野田町１丁目１４－６",""
"ヨシエ綜合齒科醫院／訪問齒科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6543-3636","大阪府大阪市西区北堀江２丁目２－２８",""
"こやま歯科","歯科、歯科口腔外科、小児歯科"," 072-425-3737","大阪府貝塚市浦田１０８－３",""
"ヒロデンタルクリニック","矯正歯科、歯科、小児歯科"," 072-882-4618","大阪府門真市三ツ島３丁目６－１８－１０２",""
"髙端デンタルクリニック","歯科、歯科口腔外科、小児歯科"," 072-223-5025","大阪府堺市堺区新町５－１６","http://www.takahashi-dc.info/"
"室井歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6841-7585","大阪府豊中市岡上の町２丁目３－４－１０１",""
"江並歯科","矯正歯科、歯科、歯科口腔外科"," 06-6322-9336","大阪府大阪市東淀川区菅原５丁目１１－３７",""
"アンズデンタルクリニック","矯正歯科、歯科、小児歯科"," 06-4865-1515","大阪府豊中市少路１丁目１０－５－１０３",""
"みちや歯科","歯科"," 06-6317-3111","大阪府吹田市寿町２丁目１１－１９",""
"重松歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6345-4618","大阪府大阪市北区大淀南１丁目１１－５",""
"にこまる歯科","歯科、歯科口腔外科、小児歯科"," 06-6928-3025","大阪府大阪市都島区善源寺町２丁目４－１０",""
"勝間歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6762-1231","大阪府大阪市中央区玉造２丁目２２－１８",""
"医療法人宮前歯科クリニック","矯正歯科、歯科、小児歯科"," 072-820-7707","大阪府寝屋川市宇谷町１－３５",""
"かたやま歯科","歯科"," 072-428-0963","大阪府岸和田市土生町４丁目４－５－１０１",""
"奥田歯科医院","歯科、歯科口腔外科、小児歯科"," 072-893-8070","大阪府交野市私部６丁目６－１５",""
"藤田歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6351-4618","大阪府大阪市北区菅栄町２－１６",""
"稲田ゆうこ歯科医院","歯科"," 06-6754-4618","大阪府大阪市生野区新今里４丁目１１－１２",""
"竹本歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-685-9818","大阪府高槻市高槻町１４－１７","https://www.takemotodentalclinic.com/"
"中村歯科医院","矯正歯科、歯科、小児歯科"," 0721-29-1755","大阪府富田林市寺池台１丁目１０－１９",""
"岡本歯科医院","歯科、小児歯科"," 072-972-0106","大阪府柏原市清州２丁目３－３４",""
"いなたに歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6682-8217","大阪府大阪市住之江区中加賀屋３丁目１１－１４",""
"山田歯科","歯科"," 06-6658-0618","大阪府大阪市西成区玉出西２丁目１－５",""
"カゴタ歯科医院","歯科"," 072-991-8308","大阪府八尾市東本町３丁目１－３","https://www.kagotasikaiin.com/"
"大音歯科医院","歯科"," 072-923-5388","大阪府八尾市北本町２丁目１２－３０－１０１",""
"尾川歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-720-1181","大阪府箕面市箕面６丁目４－３８",""
"中村デンタルクリニック","歯科"," 072-333-3334","大阪府松原市天美我堂４丁目６－２８",""
"平岡歯科医院","歯科、歯科口腔外科、小児歯科"," 072-998-2501","大阪府八尾市高安町北１丁目１２２－７","https://www.hiraokashikaiin.biz/"
"吉田歯科診療所","歯科"," 06-6551-1713","大阪府大阪市大正区泉尾１丁目５－１７",""
"やま歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6307-1600","大阪府大阪市淀川区西中島６丁目３－３２－２Ｆ","http://www.ai-dental.net/"
"浅井歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6321-6000","大阪府大阪市東淀川区豊里１丁目１１－１４",""
"医療法人須田歯科","歯科、歯科口腔外科"," 06-6315-7575","大阪府大阪市北区角田町８－４７",""
"モリシタ歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6777-1211","大阪府大阪市天王寺区真法院町１７－２６",""
"松林歯科","歯科、小児歯科"," 06-6856-1182","大阪府豊中市北緑丘２丁目２－２３－１０１","http://matsubayashi-shika.com/"
"しま歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6974-6488","大阪府大阪市東成区東小橋３丁目１７－１",""
"綾園歯科","歯科、歯科口腔外科、小児歯科"," 072-265-7163","大阪府高石市綾園１丁目１４－２８","https://ayazono-shika.net/"
"中西矯正歯科","矯正歯科、歯科"," 06-6345-4413","大阪府大阪市北区梅田２丁目１－１４－４Ｆ",""
"せんだ歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6871-4184","大阪府豊中市上新田３丁目１０－３４－４",""
"木下歯科医院","歯科、歯科口腔外科、小児歯科"," 0721-52-6477","大阪府富田林市須賀３丁目５－２３",""
"医療法人さくら会さくら歯科あびこ院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6615-8800","大阪府大阪市住吉区苅田７丁目７－２",""
"丹田歯科医院","歯科"," 06-6583-1458","大阪府大阪市港区波除３丁目１－７",""
"増田歯科医院","矯正歯科、歯科、小児歯科"," 06-6771-5417","大阪府大阪市天王寺区上汐３丁目８－１０－１Ｆ",""
"井上歯科","歯科"," 06-6573-8211","大阪府大阪市港区八幡屋１丁目１－４",""
"大原歯科クリニック","歯科"," 06-6784-0520","大阪府東大阪市荒本新町３－２６－２０１",""
"ひがき歯科医院","歯科、小児歯科"," 06-6681-6692","大阪府大阪市住之江区中加賀屋２丁目６－１９",""
"トヨシマ歯科口腔外科","歯科、歯科口腔外科"," 075-961-0418","大阪府三島郡島本町高浜３丁目１－４－２０５",""
"阪田歯科医院","歯科、歯科口腔外科、小児歯科"," 072-245-1181","大阪府堺市堺区高砂町２丁３６",""
"医療法人エイアンドディ文の里歯科クリニック","矯正歯科、歯科、小児歯科"," 06-6629-2881","大阪府大阪市阿倍野区三明町２丁目９－２７",""
"やまざき歯科","矯正歯科、歯科、小児歯科"," 072-812-2518","大阪府枚方市東中振２丁目８－２５","http://www.yamazakisika.com"
"はばら歯科","歯科"," 06-6659-6474","大阪府大阪市西成区天下茶屋２丁目６－２２－１Ｆ",""
"吉永歯科クリニック","歯科"," 06-6701-7766","大阪府大阪市平野区喜連東１丁目８－３２",""
"藤田歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6866-0855","大阪府豊中市寺内２丁目３－１５－１０４","https://www.hoei-fujita-dc.net/"
"岡正歯科医院","歯科"," 06-6574-1662","大阪府大阪市港区弁天３丁目４－３",""
"橋川ともこ歯科医院","歯科"," 06-6924-8088","大阪府大阪市都島区毛馬町２丁目１０－４１",""
"出口歯科クリニック","矯正歯科、歯科"," 06-6624-1178","大阪府大阪市阿倍野区阿倍野筋５丁目３－１８",""
"もちだ矯正歯科クリニック","矯正歯科、歯科"," 072-278-3790","大阪府堺市中区深井清水町３９８５",""
"三上歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-854-6480","大阪府枚方市東香里元町１３－１０",""
"たかしま歯科","矯正歯科、歯科"," 06-6835-4182","大阪府豊中市上新田２丁目２３－３－１０１","http://takashima.cihp.jp"
"やまもと歯科","歯科"," 072-992-8814","大阪府八尾市南本町８丁目１－２１",""
"にわデンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6835-0418","大阪府吹田市藤白台２丁目１－１５",""
"福嶋歯科医院","歯科、小児歯科"," 06-6671-4590","大阪府大阪市住之江区浜口東２丁目８－１２",""
"渡辺歯科医院","歯科、小児歯科"," 06-6766-5333","大阪府大阪市天王寺区真田山町１－５",""
"中川歯科医院","歯科"," 072-840-2736","大阪府枚方市中宮東之町１７－１７",""
"ひうら歯科口腔外科","矯正歯科、歯科、歯科口腔外科"," 072-224-8020","大阪府堺市堺区住吉橋町２丁１－２",""
"医療法人星真会アモウデンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6344-8241","大阪府大阪市北区梅田１丁目１１－４－１Ｆ－３７","https://www.amo-d.com/"
"近藤歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6770-3333","大阪府大阪市天王寺区生玉前町５－３０",""
"やすらぎ歯科医院","矯正歯科、歯科、小児歯科"," 06-6397-8148","大阪府大阪市淀川区三国本町２丁目１３－２",""
"かたおか歯科","歯科、歯科口腔外科、小児歯科"," 072-260-4215","大阪府堺市堺区西湊町６丁３－６",""
"富永歯科医院","歯科"," 072-635-8285","大阪府茨木市主原町６－１－１０８",""
"彩デンタルクリニック","矯正歯科、歯科、小児歯科"," 06-6562-0112","大阪府大阪市浪速区塩草２丁目３－２１",""
"神吉歯科医院","矯正歯科、歯科、歯科口腔外科"," 06-6790-1000","大阪府大阪市平野区瓜破３丁目３－１６",""
"くろだ歯科矯正歯科","矯正歯科、歯科"," 06-6863-8585","大阪府豊中市寺内２丁目１４－７－２０３",""
"デンタルクリニカさがら","歯科、歯科口腔外科"," 06-6373-0303","大阪府大阪市北区芝田１丁目１２－７",""
"上杉歯科","歯科、小児歯科"," 06-4393-0418","大阪府大阪市西区九条３丁目２０－１５",""
"増井歯科","歯科"," 06-6632-0600","大阪府大阪市浪速区難波中３丁目１４－５",""
"辻野歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-265-8211","大阪府高石市東羽衣５丁目１４－１６",""
"かみや歯科医院","歯科"," 06-6192-8211","大阪府吹田市佐井寺１丁目２６－１７",""
"こうみ歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-4796-8841","大阪府大阪市福島区海老江１丁目４－３－１Ｆ",""
"山本歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-4306-2202","大阪府大阪市生野区小路東１丁目１６－７",""
"生駒歯科","歯科、小児歯科"," 06-6531-6444","大阪府大阪市西区北堀江１丁目１１－１０",""
"坂口歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0725-55-4330","大阪府和泉市いぶき野４丁目５",""
"吉田歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6815-3982","大阪府大阪市東淀川区瑞光１丁目９－１２",""
"医療法人博悠会／本部","介護療養型医療施設、眼科、矯正歯科、ケアプラン作成事業、外科、在宅配食サービス、歯科、歯科口腔外科、消化器外科、消化器内科、小児歯科、心療内科、整形外科、短期入所施設、デイケア、デイサービス、内科、人間ドック、皮膚科、放射線科、訪問リハビリテーション、リハビリテーション、リハビリテーション科"," 06-6474-8781","大阪府大阪市西淀川区大野２丁目１－３２",""
"くき歯科医院","歯科、小児歯科"," 072-472-1800","大阪府阪南市尾崎町９３－９","http://kukishika.com/"
"江崎歯科","歯科"," 06-6955-2433","大阪府大阪市旭区千林２丁目１８－２２",""
"西浦歯科医院","歯科"," 06-6378-2303","大阪府吹田市泉町３丁目１９－２７－２０２","http://www.myclinic.ne.jp/nishiura/pc/"
"大石歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-646-9955","大阪府茨木市松ケ本町３－１１",""
"オッセオインテグレーション・インプラントセンター","歯科"," 06-6392-8448","大阪府大阪市淀川区宮原４丁目３－３９",""
"高木歯科医院","矯正歯科、歯科"," 072-238-7977","大阪府堺市堺区車之町東１丁２－１８",""
"ナカノ初芝歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-285-1181","大阪府堺市東区日置荘西町２丁８－２","https://www.hdclinic.jp/"
"溝内歯科医院","歯科、小児歯科"," 072-292-8241","大阪府堺市南区茶山台３丁３９－１０",""
"よこはた歯科","歯科"," 072-623-5690","大阪府茨木市庄２丁目１０",""
"よしだ歯科クリニック","歯科、小児歯科"," 06-6912-8615","大阪府大阪市鶴見区諸口４丁目１４－８","https://yoshida-dent.net/"
"フレンド歯科クリニック","歯科"," 06-6458-2366","大阪府大阪市福島区福島２丁目３－２",""
"北坂歯科・矯正歯科クリニック","矯正歯科、歯科、小児歯科"," 0725-56-6075","大阪府和泉市青葉台２丁目２４－２３",""
"すずき歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-4397-7770","大阪府大阪市鶴見区鶴見３丁目６－１０",""
"岩本歯科・矯正歯科","矯正歯科、歯科、小児歯科"," 06-6971-5672","大阪府大阪市東成区東小橋１丁目２－９","http://www.iwamotoshika.com/"
"さかもと歯科","歯科"," 06-6792-0118","大阪府大阪市平野区平野元町７－１０－１０１",""
"原歯科医院","歯科"," 06-6855-4824","大阪府豊中市玉井町１丁目１１－２２",""
"とも歯科医院","歯科"," 06-6654-6831","大阪府大阪市住吉区我孫子東１丁目１－５",""
"畑﨑歯科クリニック","矯正歯科、歯科"," 072-232-1377","大阪府堺市堺区中瓦町２丁１－１６",""
"吉田歯科医院","矯正歯科、歯科"," 072-253-8468","大阪府堺市北区北花田町３丁２６－５",""
"大野歯科医院","歯科、小児歯科"," 072-263-5662","大阪府高石市東羽衣１丁目７－６７",""
"徳山歯科医院","歯科"," 06-6729-8099","大阪府東大阪市荒川３丁目１１－８",""
"おかやす歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6627-6481","大阪府大阪市阿倍野区昭和町２丁目８－２７",""
"今井歯科","歯科"," 06-6793-3600","大阪府大阪市平野区平野本町２丁目１０－５",""
"大西矯正歯科クリニック","矯正歯科、歯科"," 06-6372-8254","大阪府大阪市北区芝田１丁目４－８",""
"もり歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-251-3010","大阪府堺市北区北長尾町６丁４－１",""
"いけだ歯科医院","歯科"," 06-6958-2336","大阪府大阪市都島区内代町３丁目１０－１０",""
"ますかわ歯科","歯科、小児歯科"," 072-870-4748","大阪府大東市赤井１丁目３－３３",""
"服部歯科医院","歯科"," 072-962-8109","大阪府東大阪市玉串元町１丁目１－１０",""
"石塚歯科医院","歯科、小児歯科"," 072-891-4688","大阪府交野市天野が原町２丁目１３－１１",""
"岡谷歯科医院","歯科"," 06-6475-2721","大阪府大阪市西淀川区御幣島１丁目３－９",""
"わかつき歯科","歯科、小児歯科"," 072-637-6373","大阪府茨木市舟木町４－２９－２０６",""
"福武歯科医院","歯科"," 06-6261-7509","大阪府大阪市中央区島之内１丁目２２－２０－２０１",""
"高槻ハート歯科","歯科"," 072-686-1182","大阪府高槻市高槻町１５－２２",""
"近藤歯科医院","歯科"," 06-6943-8249","大阪府大阪市中央区谷町１丁目６－５－３Ｆ",""
"吉田歯科","歯科"," 06-6658-7788","大阪府大阪市西成区天下茶屋東２丁目１５－３",""
"トモコ歯科医院","矯正歯科、歯科、小児歯科"," 06-6809-4618","大阪府大阪市中央区大手通１丁目４－１０",""
"青山アール矯正歯科・大阪","矯正歯科、歯科"," 06-6561-4181","大阪府大阪市浪速区幸町１丁目３－１９",""
"うねおか歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0721-29-4184","大阪府富田林市藤沢台１丁目４－２９","https://www.uneoka-shika.net/"
"エムラ歯科","歯科、小児歯科"," 06-6700-6480","大阪府大阪市東住吉区針中野３丁目１－２",""
"オリーブ歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6757-2233","大阪府大阪市生野区新今里３丁目１－２",""
